workerid,proliferate.condition,item,item_type,maximality,response,slide_number,state,stim,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.item_comments,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
133,experiment_1,tea,critical,maximal,TRUE,10,2,Andy drank the tea,[],26,Yes,,2,1,,Male,,english,,Chrome,Windows,1305,2319,1.9653166666666664,
133,experiment_1,tea,baseline,maximal,TRUE,11,5,Andy drank the tea,[],26,Yes,,2,1,,Male,,english,,Chrome,Windows,1305,2319,1.9653166666666664,
133,experiment_1,soda,filler,partial,TRUE,12,3,Andy drank the soda,[],26,Yes,,2,1,,Male,,english,,Chrome,Windows,1305,2319,1.9653166666666664,
133,experiment_1,cookie,baseline,maximal,TRUE,13,5,Andy ate the cookie,[],26,Yes,,2,1,,Male,,english,,Chrome,Windows,1305,2319,1.9653166666666664,
133,experiment_1,whiskey,critical,partial,TRUE,14,4,Andy drank the whiskey,[],26,Yes,,2,1,,Male,,english,,Chrome,Windows,1305,2319,1.9653166666666664,
133,experiment_1,wing,baseline,partial,TRUE,15,5,Andy ate the wing,[],26,Yes,,2,1,,Male,,english,,Chrome,Windows,1305,2319,1.9653166666666664,
133,experiment_1,banana,control,maximal,FALSE,16,0,Andy ate the banana,[],26,Yes,,2,1,,Male,,english,,Chrome,Windows,1305,2319,1.9653166666666664,
133,experiment_1,coffee,control,maximal,FALSE,17,0,Andy drank the coffee,[],26,Yes,,2,1,,Male,,english,,Chrome,Windows,1305,2319,1.9653166666666664,
133,experiment_1,soda,control,partial,FALSE,18,0,Andy drank the soda,[],26,Yes,,2,1,,Male,,english,,Chrome,Windows,1305,2319,1.9653166666666664,
132,experiment_1,cookie,critical,maximal,TRUE,3,3,Andy ate the cookie,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,whiskey,baseline,partial,TRUE,4,5,Andy drank the whiskey,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,tea,filler,maximal,TRUE,5,3,Andy drank the tea,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,wing,control,partial,FALSE,6,0,Andy ate the wing,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,banana,filler,maximal,TRUE,7,4,Andy ate the banana,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,tea,control,maximal,FALSE,8,0,Andy drank the tea,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,coffee,baseline,maximal,TRUE,9,5,Andy drank the coffee,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,cookie,baseline,maximal,TRUE,10,5,Andy ate the cookie,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,soda,filler,partial,FALSE,11,1,Andy drank the soda,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,apple,critical,partial,TRUE,12,4,Andy ate the apple,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,coffee,critical,maximal,TRUE,13,2,Andy drank the coffee,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,soda,control,partial,FALSE,14,0,Andy drank the soda,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,banana,control,maximal,FALSE,15,0,Andy ate the banana,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,whiskey,critical,partial,FALSE,16,1,Andy drank the whiskey,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,wing,filler,partial,FALSE,17,2,Andy ate the wing,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
132,experiment_1,apple,baseline,partial,TRUE,18,5,Andy ate the apple,[],46,Yes,,3,2,.50,Male,NO,ENGLISH,no,Chrome,Windows,900,1600,1.8226666666666669,
178,experiment_1,soda,filler,partial,TRUE,3,1,Andy drank the soda,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,banana,critical,maximal,TRUE,4,3,Andy ate the banana,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,soda,control,partial,FALSE,5,0,Andy drank the soda,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,wing,control,partial,FALSE,6,0,Andy ate the wing,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,cookie,filler,maximal,TRUE,7,4,Andy ate the cookie,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,apple,critical,partial,TRUE,8,4,Andy ate the apple,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,banana,baseline,maximal,TRUE,9,5,Andy ate the banana,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,coffee,baseline,maximal,TRUE,10,5,Andy drank the coffee,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,tea,filler,maximal,TRUE,11,2,Andy drank the tea,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,tea,control,maximal,FALSE,12,0,Andy drank the tea,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,whiskey,critical,partial,TRUE,13,1,Andy drank the whiskey,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,cookie,control,maximal,FALSE,14,0,Andy ate the cookie,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,coffee,critical,maximal,TRUE,15,2,Andy drank the coffee,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,apple,baseline,partial,TRUE,16,5,Andy ate the apple,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,whiskey,baseline,partial,TRUE,17,5,Andy drank the whiskey,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
178,experiment_1,wing,filler,partial,TRUE,18,3,Andy ate the wing,[],20,Yes,"It seemed a bit too easy, but perhaps that was the point.",-1,2,,Female,,English,,Safari,iPhone/iPod,812,375,2.37305,
65,experiment_1,tea,control,maximal,FALSE,3,0,Andy drank the tea,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,cookie,baseline,maximal,TRUE,4,5,Andy ate the cookie,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,wing,critical,partial,TRUE,5,2,Andy ate the wing,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,whiskey,baseline,partial,TRUE,6,5,Andy drank the whiskey,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,wing,baseline,partial,TRUE,7,5,Andy ate the wing,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,apple,filler,partial,TRUE,8,1,Andy ate the apple,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,coffee,critical,maximal,TRUE,9,4,Andy drank the coffee,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,cookie,critical,maximal,TRUE,10,1,Andy ate the cookie,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,coffee,baseline,maximal,TRUE,11,5,Andy drank the coffee,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,banana,filler,maximal,TRUE,12,4,Andy ate the banana,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,apple,control,partial,FALSE,13,0,Andy ate the apple,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,tea,filler,maximal,TRUE,14,2,Andy drank the tea,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,soda,filler,partial,TRUE,15,3,Andy drank the soda,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,soda,control,partial,FALSE,16,0,Andy drank the soda,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,banana,control,maximal,FALSE,17,0,Andy ate the banana,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
65,experiment_1,whiskey,critical,partial,TRUE,18,3,Andy drank the whiskey,[],19,Yes,,1,1,$0.50,Male,,English,"The images loaded very slowly, but it was likely due to my internet connection.",Safari,iPhone/iPod,812,375,9.390233333333333,
80,experiment_1,coffee,baseline,maximal,TRUE,3,5,Andy drank the coffee,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,apple,control,partial,FALSE,4,0,Andy ate the apple,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,banana,control,maximal,FALSE,5,0,Andy ate the banana,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,cookie,baseline,maximal,TRUE,6,5,Andy ate the cookie,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,soda,control,partial,FALSE,7,0,Andy drank the soda,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,tea,control,maximal,FALSE,8,0,Andy drank the tea,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,whiskey,critical,partial,FALSE,9,3,Andy drank the whiskey,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,cookie,critical,maximal,FALSE,10,2,Andy ate the cookie,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,wing,baseline,partial,TRUE,11,5,Andy ate the wing,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,wing,critical,partial,TRUE,12,4,Andy ate the wing,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,whiskey,baseline,partial,TRUE,13,5,Andy drank the whiskey,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,coffee,critical,maximal,FALSE,14,1,Andy drank the coffee,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,tea,filler,maximal,TRUE,15,4,Andy drank the tea,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,banana,filler,maximal,FALSE,16,1,Andy ate the banana,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,apple,filler,partial,TRUE,17,3,Andy ate the apple,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
80,experiment_1,soda,filler,partial,FALSE,18,2,Andy drank the soda,[],29,Yes,,4,1,the price that was offered,Female,,English,,Safari,Mac,900,1440,4.203416666666667,
60,experiment_1,banana,critical,maximal,TRUE,3,1,Andy ate the banana,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,banana,baseline,maximal,TRUE,4,5,Andy ate the banana,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,cookie,filler,maximal,TRUE,5,2,Andy ate the cookie,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,tea,filler,maximal,TRUE,6,4,Andy drank the tea,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,cookie,control,maximal,FALSE,7,0,Andy ate the cookie,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,whiskey,filler,partial,TRUE,8,3,Andy drank the whiskey,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,wing,filler,partial,TRUE,9,1,Andy ate the wing,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,coffee,critical,maximal,TRUE,10,3,Andy drank the coffee,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,coffee,baseline,maximal,TRUE,11,5,Andy drank the coffee,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,wing,control,partial,FALSE,12,0,Andy ate the wing,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,soda,critical,partial,TRUE,13,4,Andy drank the soda,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,whiskey,control,partial,FALSE,14,0,Andy drank the whiskey,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,tea,control,maximal,FALSE,15,0,Andy drank the tea,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,apple,critical,partial,TRUE,16,2,Andy ate the apple,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,soda,baseline,partial,TRUE,17,5,Andy drank the soda,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
60,experiment_1,apple,baseline,partial,TRUE,18,5,Andy ate the apple,[],31,Yes,,2,2,1.00,Male,,English,NO,Chrome,Windows,720,1280,2.3641,
206,experiment_1,apple,baseline,partial,TRUE,3,5,Andy ate the apple,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,apple,critical,partial,TRUE,4,4,Andy ate the apple,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,coffee,baseline,maximal,TRUE,5,5,Andy drank the coffee,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,tea,control,maximal,FALSE,6,0,Andy drank the tea,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,banana,baseline,maximal,TRUE,7,5,Andy ate the banana,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,wing,control,partial,FALSE,8,0,Andy ate the wing,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,whiskey,baseline,partial,TRUE,9,5,Andy drank the whiskey,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,cookie,control,maximal,FALSE,10,0,Andy ate the cookie,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,cookie,filler,maximal,TRUE,11,3,Andy ate the cookie,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,soda,control,partial,FALSE,12,0,Andy drank the soda,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,soda,filler,partial,TRUE,13,4,Andy drank the soda,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,banana,critical,maximal,FALSE,14,1,Andy ate the banana,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,whiskey,critical,partial,TRUE,15,2,Andy drank the whiskey,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,tea,filler,maximal,TRUE,16,1,Andy drank the tea,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,coffee,critical,maximal,TRUE,17,3,Andy drank the coffee,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
206,experiment_1,wing,filler,partial,TRUE,18,2,Andy ate the wing,[],24,Yes,,3,1,$0.75,Male,,English,none,Chrome,Windows,1080,1920,1.91695,
111,experiment_1,tea,control,maximal,FALSE,3,0,Andy drank the tea,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,soda,control,partial,FALSE,4,0,Andy drank the soda,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,banana,critical,maximal,TRUE,5,1,Andy ate the banana,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,apple,baseline,partial,TRUE,6,5,Andy ate the apple,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,whiskey,critical,partial,TRUE,7,4,Andy drank the whiskey,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,tea,filler,maximal,TRUE,8,4,Andy drank the tea,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,wing,filler,partial,TRUE,9,2,Andy ate the wing,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,banana,baseline,maximal,TRUE,10,5,Andy ate the banana,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,soda,filler,partial,TRUE,11,3,Andy drank the soda,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,coffee,critical,maximal,TRUE,12,3,Andy drank the coffee,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,whiskey,baseline,partial,TRUE,13,5,Andy drank the whiskey,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,wing,control,partial,FALSE,14,0,Andy ate the wing,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,apple,critical,partial,TRUE,15,2,Andy ate the apple,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,coffee,baseline,maximal,TRUE,16,5,Andy drank the coffee,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,cookie,filler,maximal,TRUE,17,1,Andy ate the cookie,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
111,experiment_1,cookie,control,maximal,FALSE,18,0,Andy ate the cookie,[],34,Yes,,2,1,.40,Female,,English,no,Chrome,Windows,864,1536,2.40065,
136,experiment_1,whiskey,control,partial,FALSE,3,0,Andy drank the whiskey,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,banana,control,maximal,FALSE,4,0,Andy ate the banana,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,cookie,baseline,maximal,TRUE,5,5,Andy ate the cookie,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,wing,baseline,partial,TRUE,6,5,Andy ate the wing,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,apple,control,partial,FALSE,7,0,Andy ate the apple,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,banana,filler,maximal,TRUE,8,2,Andy ate the banana,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,whiskey,filler,partial,TRUE,9,1,Andy drank the whiskey,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,apple,filler,partial,TRUE,10,4,Andy ate the apple,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,wing,critical,partial,TRUE,11,3,Andy ate the wing,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,tea,control,maximal,FALSE,12,0,Andy drank the tea,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,cookie,critical,maximal,TRUE,13,4,Andy ate the cookie,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,coffee,baseline,maximal,TRUE,14,5,Andy drank the coffee,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,soda,baseline,partial,TRUE,15,5,Andy drank the soda,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,tea,filler,maximal,TRUE,16,3,Andy drank the tea,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,coffee,critical,maximal,TRUE,17,2,Andy drank the coffee,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
136,experiment_1,soda,critical,partial,TRUE,18,1,Andy drank the soda,[],26,Yes,,3,1,.20,Female,,English,None,Chrome,Linux,640,360,2.63695,
72,experiment_1,apple,critical,partial,TRUE,3,1,Andy ate the apple,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,whiskey,control,partial,FALSE,4,0,Andy drank the whiskey,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,tea,critical,maximal,TRUE,5,4,Andy drank the tea,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,whiskey,filler,partial,TRUE,6,1,Andy drank the whiskey,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,cookie,baseline,maximal,TRUE,7,5,Andy ate the cookie,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,apple,baseline,partial,TRUE,8,5,Andy ate the apple,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,wing,filler,partial,TRUE,9,2,Andy ate the wing,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,wing,control,partial,FALSE,10,0,Andy ate the wing,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,coffee,control,maximal,FALSE,11,0,Andy drank the coffee,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,banana,control,maximal,FALSE,12,0,Andy ate the banana,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,coffee,filler,maximal,TRUE,13,3,Andy drank the coffee,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,soda,critical,partial,TRUE,14,3,Andy drank the soda,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,tea,baseline,maximal,TRUE,15,5,Andy drank the tea,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,banana,filler,maximal,TRUE,16,4,Andy ate the banana,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,soda,baseline,partial,TRUE,17,5,Andy drank the soda,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
72,experiment_1,cookie,critical,maximal,TRUE,18,2,Andy ate the cookie,[],45,Yes,The instructions were very easy to understand. ,1,1,.54,Female,No,English,NO,Chrome,Windows,900,1600,2.59575,
